   RF01065           23S-methyl          Terminator2           0.25           53.30           3.28
   RF00468            HCV_SLVII                 GNRA           0.08           73.60           0.76
   RF00468            HCV_SLVII             k-turn-1           0.05           54.00           0.41
   RF00468            HCV_SLVII               T-loop           0.05           48.50           0.48
   RF02033                HEARO                 GNRA           0.53           378.90           4.79
   RF02033                HEARO           RBS_E_coli           0.03           35.00           0.24
   RF02033                HEARO               T-loop           0.19           176.40           2.63
   RF02033                HEARO                 UMAC           0.19           231.40           2.49
   RF02033                HEARO                 UNCG           0.13           103.40           1.31
   RF02033                HEARO               U-turn           0.12           106.00           1.66
   RF00062                 HgcC                 GNRA           1.00           40.40           9.65
   RF00060                 HgcE             k-turn-1           0.75           53.80           14.50
   RF00058                 HgcF             k-turn-1           1.00           42.90           14.22
   RF00058                 HgcF              pK-turn           0.67           28.30           8.21
   RF00058                 HgcF               U-turn           0.67           24.30           7.05
   RF00064                 HgcG                 GNRA           0.75           62.40           14.15
   RF00064                 HgcG             k-turn-1           1.00           167.40           42.13
   RF00514           His_leader                 GNRA           0.20           80.40           3.60
   RF00514           His_leader             k-turn-1           0.07           18.20           0.91
   RF00514           His_leader              pK-turn           0.07           29.80           0.51
   RF00514           His_leader          Terminator1           0.87           478.90           14.34
   RF00514           His_leader          Terminator2           1.00           525.90           16.87
